Process	GSsize	Group
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	131	C2
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	124	C2
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	94	C2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	124	C2
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	18	C2
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	5	C2
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	33	C2
REACTOME_TRIGLYCERIDE_CATABOLISM	24	C2
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY	8	C2
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	C2
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION	8	C2
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	7	C2
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	34	C2
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	55	C2
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	42	C2
REACTOME_CELL_CYCLE	693	C2
REACTOME_DISEASE	1580	C2
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	25	C2
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	17	C2
REACTOME_2_LTR_CIRCLE_FORMATION	7	C2
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	21	C2
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	10	C2
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	8	C2
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	28	C2
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	67	C2
REACTOME_MTOR_SIGNALLING	40	C2
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF_	55	C2
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	127	C2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	53	C2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	18	C2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	16	C2
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	11	C2
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	44	C2
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	45	C2
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE_	97	C2
REACTOME_MITOCHONDRIAL_UNCOUPLING	6	C2
REACTOME_MTORC1_MEDIATED_SIGNALLING	23	C2
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	13	C2
REACTOME_SIGNALING_BY_NTRKS	134	C2
REACTOME_COMPLEMENT_CASCADE	115	C2
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	8	C2
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	80	C2
REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT	8	C2
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	71	C2
REACTOME_SIGNALLING_TO_RAS	20	C2
REACTOME_HIV_TRANSCRIPTION_INITIATION	47	C2
REACTOME_HIV_TRANSCRIPTION_ELONGATION	43	C2
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME	70	C2
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	23	C2
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	33	C2
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	9	C2
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	5	C2
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	13	C2
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	95	C2
REACTOME_TOLL_LIKE_RECEPTOR_10_TLR10_CASCADE	84	C2
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	97	C2
REACTOME_INNATE_IMMUNE_SYSTEM	1114	C2
REACTOME_INFLUENZA_INFECTION	157	C2
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	33	C2
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	C2
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	44	C2
REACTOME_NOD1_2_SIGNALING_PATHWAY	36	C2
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	55	C2
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	C2
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	153	C2
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	19	C2
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	78	C2
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	14	C2
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	10	C2
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	14	C2
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	32	C2
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	73	C2
REACTOME_ARMS_MEDIATED_ACTIVATION	7	C2
REACTOME_P38MAPK_EVENTS	13	C2
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE	23	C2
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION	5	C2
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	24	C2
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	88	C2
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	74	C2
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS	6	C2
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	12	C2
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	26	C2
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	19	C2
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS	34	C2
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	13	C2
REACTOME_ACTIVATION_OF_C3_AND_C5	8	C2
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	71	C2
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	16	C2
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	C2
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	37	C2
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	20	C2
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	20	C2
REACTOME_PHOSPHORYLATION_OF_EMI1	6	C2
REACTOME_UNWINDING_OF_DNA	12	C2
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE	6	C2
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	C2
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	14	C2
REACTOME_SIGNALING_BY_EGFR	50	C2
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	50	C2
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	26	C2
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	113	C2
REACTOME_DARPP_32_EVENTS	24	C2
REACTOME_GAB1_SIGNALOSOME	17	C2
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	14	C2
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION	5	C2
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	C2
REACTOME_EXTENSION_OF_TELOMERES	51	C2
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	17	C2
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	C2
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	18	C2
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	14	C2
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	7	C2
REACTOME_EGFR_DOWNREGULATION	31	C2
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	16	C2
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA_	63	C2
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS	18	C2
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	31	C2
REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION	33	C2
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	296	C2
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	10	C2
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	14	C2
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	26	C2
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	C2
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	29	C2
REACTOME_SIGNALING_BY_PDGF	58	C2
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	6	C2
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	5	C2
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	60	C2
REACTOME_SIGNALLING_TO_ERKS	34	C2
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	5	C2
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	11	C2
REACTOME_CELLULAR_HEXOSE_TRANSPORT	21	C2
REACTOME_METABOLISM_OF_PORPHYRINS	26	C2
REACTOME_HEME_BIOSYNTHESIS	14	C2
REACTOME_HEME_DEGRADATION	14	C2
REACTOME_SIGNALING_BY_FGFR	87	C2
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	13	C2
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	20	C2
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	16	C2
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	6	C2
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	7	C2
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	12	C2
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	13	C2
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	10	C2
REACTOME_GAP_JUNCTION_ASSEMBLY	38	C2
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	21	C2
REACTOME_GAP_JUNCTION_DEGRADATION	12	C2
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM	6	C2
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	18	C2
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	120	C2
REACTOME_CHOLESTEROL_BIOSYNTHESIS	25	C2
REACTOME_SNRNP_ASSEMBLY	54	C2
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	34	C2
REACTOME_DIGESTION_OF_DIETARY_LIPID	7	C2
REACTOME_ANDROGEN_BIOSYNTHESIS	11	C2
REACTOME_ESTROGEN_BIOSYNTHESIS	6	C2
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	24	C2
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	16	C2
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	59	C2
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	6	C2
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	11	C2
REACTOME_P75NTR_REGULATES_AXONOGENESIS	10	C2
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	97	C2
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	14	C2
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	15	C2
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	6	C2
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	10	C2
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	43	C2
REACTOME_SIGNALING_BY_VEGF	106	C2
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	8	C2
REACTOME_SIGNALING_BY_RHO_GTPASES	454	C2
REACTOME_RHO_GTPASE_CYCLE	140	C2
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	85	C2
REACTOME_RHO_GTPASE_EFFECTORS	324	C2
REACTOME_SIGNALING_BY_WNT	331	C2
REACTOME_METABOLISM_OF_STEROID_HORMONES	35	C2
REACTOME_PREGNENOLONE_BIOSYNTHESIS	12	C2
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	17	C2
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	16	C2
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	16	C2
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	21	C2
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	17	C2
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	11	C2
REACTOME_COENZYME_A_BIOSYNTHESIS	8	C2
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	11	C2
REACTOME_NICOTINATE_METABOLISM	31	C2
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	5	C2
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	8	C2
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	7	C2
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	123	C2
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	189	C2
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	26	C2
REACTOME_NICOTINAMIDE_SALVAGING	19	C2
REACTOME_SIGNALING_BY_NOTCH1	74	C2
REACTOME_SIGNALING_BY_NOTCH2	33	C2
REACTOME_PI3K_AKT_ACTIVATION	9	C2
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	14	C2
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	10	C2
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	61	C2
REACTOME_ERK_MAPK_TARGETS	22	C2
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	191	C2
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	17	C2
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	110	C2
REACTOME_CREB_PHOSPHORYLATION	7	C2
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	C2
REACTOME_MEMBRANE_TRAFFICKING	629	C2
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	72	C2
REACTOME_CARNITINE_METABOLISM	14	C2
REACTOME_SIGNALING_BY_BMP	28	C2
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	234	C2
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL	8	C2
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	92	C2
REACTOME_G_PROTEIN_ACTIVATION	28	C2
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	15	C2
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	61	C2
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	18	C2
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	28	C2
REACTOME_KERATAN_SULFATE_DEGRADATION	13	C2
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	20	C2
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	11	C2
REACTOME_HS_GAG_BIOSYNTHESIS	31	C2
REACTOME_TCR_SIGNALING	124	C2
REACTOME_HS_GAG_DEGRADATION	22	C2
REACTOME_CS_DS_DEGRADATION	14	C2
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	39	C2
REACTOME_CALCINEURIN_ACTIVATES_NFAT	9	C2
REACTOME_ERKS_ARE_INACTIVATED	13	C2
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	194	C2
REACTOME_SIGNALING_BY_HIPPO	20	C2
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	143	C2
REACTOME_FCGR_ACTIVATION	69	C2
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	82	C2
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	15	C2
REACTOME_ENOS_ACTIVATION	11	C2
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	5	C2
REACTOME_MICRORNA_MIRNA_BIOGENESIS	25	C2
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	68	C2
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	16	C2
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	13	C2
REACTOME_LINOLEIC_ACID_LA_METABOLISM	8	C2
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	76	C2
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	6	C2
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	16	C2
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	13	C2
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	13	C2
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	18	C2
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	5	C2
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	14	C2
REACTOME_THYROXINE_BIOSYNTHESIS	10	C2
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	24	C2
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	16	C2
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	21	C2
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	C2
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	8	C2
REACTOME_PECAM1_INTERACTIONS	12	C2
REACTOME_BASIGIN_INTERACTIONS	25	C2
REACTOME_TIE2_SIGNALING	18	C2
REACTOME_GENE_SILENCING_BY_RNA	138	C2
REACTOME_BIOLOGICAL_OXIDATIONS	221	C2
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	65	C2
REACTOME_VITAMINS	6	C2
REACTOME_FATTY_ACIDS	15	C2
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	105	C2
REACTOME_MISCELLANEOUS_SUBSTRATES	12	C2
REACTOME_ENDOGENOUS_STEROLS	27	C2
REACTOME_EICOSANOIDS	12	C2
REACTOME_XENOBIOTICS	24	C2
REACTOME_CYP2E1_REACTIONS	11	C2
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	148	C2
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	48	C2
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	31	C2
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	73	C2
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	23	C2
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	9	C2
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	38	C2
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	C2
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET_	8	C2
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	9	C2
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_	21	C2
REACTOME_SYNTHESIS_OF_LIPOXINS_LX_	6	C2
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	7	C2
REACTOME_ARACHIDONIC_ACID_METABOLISM	59	C2
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	6	C2
REACTOME_UBIQUINOL_BIOSYNTHESIS	8	C2
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE_	9	C2
REACTOME_HYALURONAN_METABOLISM	17	C2
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	5	C2
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	55	C2
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	10	C2
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	85	C2
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	12	C2
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	5	C2
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	10	C2
REACTOME_ABACAVIR_METABOLISM	5	C2
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX_	15	C2
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	69	C2
REACTOME_DAP12_INTERACTIONS	45	C2
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	98	C2
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	26	C2
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	32	C2
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_	16	C2
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	44	C2
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	23	C2
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	32	C2
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	9	C2
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION_	7	C2
REACTOME_VISUAL_PHOTOTRANSDUCTION	100	C2
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	12	C2
REACTOME_MUCOPOLYSACCHARIDOSES	11	C2
REACTOME_ANCHORING_FIBRIL_FORMATION	15	C2
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	102	C2
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	75	C2
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	18	C2
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	74	C2
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	7	C2
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R_	54	C2
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	8	C2
REACTOME_SELENOAMINO_ACID_METABOLISM	118	C2
REACTOME_DAP12_SIGNALING	29	C2
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP_	42	C2
REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R	9	C2
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS	13	C2
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION_	23	C2
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	186	C2
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	10	C2
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	191	C2
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	11	C2
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	10	C2
REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE	11	C2
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	126	C2
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	11	C2
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE	34	C2
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	11	C2
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	C2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	126	C2
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP_	112	C2
REACTOME_CELLULAR_SENESCENCE	198	C2
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF_	17	C2
REACTOME_ONCOGENE_INDUCED_SENESCENCE	35	C2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	80	C2
